datetime,demand_mw,solar_mw,net_demand_mw,month,hour,day_of_week
2023-01-02 11:00:00,9578.7,2934.4,6644.3,1,11.0,0
2023-01-02 11:30:00,9771.5,2922.9,6848.6,1,11.5,0
2023-01-02 12:00:00,9477.8,3068.6,6409.2,1,12.0,0
2023-01-02 12:30:00,9767.9,2429.3,7338.7,1,12.5,0
2023-01-02 13:00:00,9032.3,3062.2,5970.1,1,13.0,0
2023-01-02 13:30:00,9687.1,2300.3,7386.8,1,13.5,0
2023-01-02 14:00:00,9608.7,2716.9,6891.9,1,14.0,0
2023-01-02 14:30:00,9611.4,2129.1,7482.3,1,14.5,0
2023-01-02 15:00:00,9770.4,2237.4,7533.0,1,15.0,0
2023-01-02 15:30:00,9498.2,1885.8,7612.3,1,15.5,0
2023-01-02 16:00:00,9927.7,1834.1,8093.6,1,16.0,0
2023-01-02 16:30:00,10147.0,1843.1,8303.9,1,16.5,0
2023-01-02 17:00:00,10462.7,1670.5,8792.2,1,17.0,0
2023-01-02 17:30:00,10210.0,1345.2,8864.8,1,17.5,0
2023-01-02 18:00:00,10251.1,1287.3,8963.8,1,18.0,0
2023-01-02 18:30:00,10381.2,911.0,9470.2,1,18.5,0
2023-01-02 19:00:00,10688.2,752.2,9936.1,1,19.0,0
2023-01-02 19:30:00,10608.3,580.6,10027.7,1,19.5,0
2023-01-02 20:00:00,10451.3,508.3,9942.9,1,20.0,0
2023-01-02 20:30:00,10607.8,319.7,10288.0,1,20.5,0
2023-01-02 21:00:00,10474.0,258.5,10215.5,1,21.0,0
2023-01-02 21:30:00,10546.8,179.9,10367.0,1,21.5,0
2023-01-02 22:00:00,10140.9,97.1,10043.8,1,22.0,0
2023-01-02 22:30:00,10086.7,41.4,10045.3,1,22.5,0
2023-01-02 23:00:00,9943.1,18.3,9924.7,1,23.0,0
2023-01-02 23:30:00,9613.9,3.3,9610.7,1,23.5,0
2023-01-03 00:00:00,9799.7,0.0,9799.7,1,0.0,1
2023-01-03 00:30:00,9667.2,3.0,9664.2,1,0.5,1
2023-01-03 01:00:00,9508.2,18.5,9489.6,1,1.0,1
2023-01-03 01:30:00,9369.8,52.6,9317.2,1,1.5,1
2023-01-03 02:00:00,9082.9,97.8,8985.1,1,2.0,1
2023-01-03 02:30:00,9210.2,155.4,9054.8,1,2.5,1
2023-01-03 03:00:00,9195.5,244.0,8951.6,1,3.0,1
2023-01-03 03:30:00,9106.1,372.7,8733.4,1,3.5,1
2023-01-03 04:00:00,9234.5,525.9,8708.6,1,4.0,1
2023-01-03 04:30:00,9365.4,586.6,8778.8,1,4.5,1
2023-01-03 05:00:00,9673.5,850.8,8822.8,1,5.0,1
2023-01-03 05:30:00,9414.2,1037.6,8376.6,1,5.5,1
2023-01-03 06:00:00,9480.4,1164.0,8316.4,1,6.0,1
2023-01-03 06:30:00,9470.0,1409.4,8060.7,1,6.5,1
2023-01-03 07:00:00,9181.5,1600.7,7580.8,1,7.0,1
2023-01-03 07:30:00,9556.3,1681.2,7875.1,1,7.5,1
2023-01-03 08:00:00,9594.9,1835.0,7759.9,1,8.0,1
2023-01-03 08:30:00,10038.3,2068.0,7970.2,1,8.5,1
2023-01-03 09:00:00,9559.2,2528.1,7031.1,1,9.0,1
2023-01-03 09:30:00,9636.8,2307.6,7329.1,1,9.5,1
2023-01-03 10:00:00,9557.2,2626.1,6931.1,1,10.0,1
2023-01-03 10:30:00,9329.9,2747.9,6582.0,1,10.5,1
2023-01-03 11:00:00,9722.7,3084.8,6637.9,1,11.0,1
2023-01-03 11:30:00,9633.4,3016.9,6616.5,1,11.5,1
2023-01-03 12:00:00,9630.0,2947.1,6682.9,1,12.0,1
2023-01-03 12:30:00,9326.0,2821.6,6504.4,1,12.5,1
2023-01-03 13:00:00,9759.7,2857.6,6902.1,1,13.0,1
2023-01-03 13:30:00,9290.2,2753.4,6536.8,1,13.5,1
2023-01-03 14:00:00,9702.1,2554.5,7147.6,1,14.0,1
2023-01-03 14:30:00,10062.9,2483.4,7579.5,1,14.5,1
2023-01-03 15:00:00,9578.9,2470.2,7108.8,1,15.0,1
2023-01-03 15:30:00,9757.4,1934.8,7822.6,1,15.5,1
2023-01-03 16:00:00,9988.5,1897.8,8090.8,1,16.0,1
2023-01-03 16:30:00,9995.4,1941.3,8054.2,1,16.5,1
2023-01-03 17:00:00,9920.9,1659.6,8261.3,1,17.0,1
2023-01-03 17:30:00,10319.0,1436.5,8882.5,1,17.5,1
2023-01-03 18:00:00,10208.8,1228.2,8980.6,1,18.0,1
2023-01-03 18:30:00,10560.1,904.6,9655.5,1,18.5,1
2023-01-03 19:00:00,10361.3,859.7,9501.7,1,19.0,1
2023-01-03 19:30:00,10831.5,624.2,10207.4,1,19.5,1
2023-01-03 20:00:00,10409.0,515.6,9893.4,1,20.0,1
2023-01-03 20:30:00,10460.8,356.8,10104.0,1,20.5,1
2023-01-03 21:00:00,10606.3,283.0,10323.3,1,21.0,1
2023-01-03 21:30:00,10154.3,149.1,10005.2,1,21.5,1
2023-01-03 22:00:00,10311.5,92.5,10219.0,1,22.0,1
2023-01-03 22:30:00,10384.4,51.2,10333.2,1,22.5,1
2023-01-03 23:00:00,9727.7,17.4,9710.3,1,23.0,1
2023-01-03 23:30:00,9914.0,3.1,9910.9,1,23.5,1
2023-01-04 00:00:00,9795.5,0.0,9795.5,1,0.0,2
2023-01-04 00:30:00,9763.2,3.1,9760.1,1,0.5,2
2023-01-04 01:00:00,9286.8,16.8,9270.1,1,1.0,2
2023-01-04 01:30:00,9176.6,46.1,9130.4,1,1.5,2
2023-01-04 02:00:00,9433.8,88.6,9345.2,1,2.0,2
2023-01-04 02:30:00,9341.6,177.2,9164.4,1,2.5,2
2023-01-04 03:00:00,9304.6,273.8,9030.8,1,3.0,2
2023-01-04 03:30:00,9315.1,367.0,8948.1,1,3.5,2
2023-01-04 04:00:00,9143.3,478.7,8664.7,1,4.0,2
2023-01-04 04:30:00,9336.8,704.6,8632.2,1,4.5,2
2023-01-04 05:00:00,9389.0,844.4,8544.6,1,5.0,2
2023-01-04 05:30:00,9256.4,1083.8,8172.6,1,5.5,2
2023-01-04 06:00:00,9772.2,1158.9,8613.3,1,6.0,2
2023-01-04 06:30:00,9571.0,1428.8,8142.2,1,6.5,2
2023-01-04 07:00:00,9314.7,1688.5,7626.1,1,7.0,2
2023-01-04 07:30:00,9681.5,1961.7,7719.8,1,7.5,2
2023-01-04 08:00:00,9410.9,1784.6,7626.3,1,8.0,2
2023-01-04 08:30:00,9738.8,2397.1,7341.7,1,8.5,2
2023-01-04 09:00:00,9804.6,2558.5,7246.2,1,9.0,2
2023-01-04 09:30:00,9437.0,2543.8,6893.3,1,9.5,2
2023-01-04 10:00:00,9739.1,2689.9,7049.3,1,10.0,2
2023-01-04 10:30:00,9616.9,2592.7,7024.2,1,10.5,2
2023-01-04 11:00:00,9667.3,2898.2,6769.0,1,11.0,2
2023-01-04 11:30:00,9841.7,2602.4,7239.3,1,11.5,2
2023-01-04 12:00:00,9445.7,2858.7,6587.0,1,12.0,2
2023-01-04 12:30:00,9356.2,2897.1,6459.1,1,12.5,2
2023-01-04 13:00:00,9349.4,2961.6,6387.7,1,13.0,2
2023-01-04 13:30:00,9397.9,2689.2,6708.7,1,13.5,2
2023-01-04 14:00:00,9584.8,2378.5,7206.3,1,14.0,2
2023-01-04 14:30:00,9732.3,2724.2,7008.1,1,14.5,2
2023-01-04 15:00:00,9809.3,2417.7,7391.6,1,15.0,2
2023-01-04 15:30:00,10010.4,2148.8,7861.6,1,15.5,2
2023-01-04 16:00:00,9975.2,2049.1,7926.1,1,16.0,2
2023-01-04 16:30:00,10350.0,1940.6,8409.4,1,16.5,2
2023-01-04 17:00:00,10154.7,1622.6,8532.1,1,17.0,2
2023-01-04 17:30:00,10798.5,1357.3,9441.3,1,17.5,2
2023-01-04 18:00:00,10514.9,1241.0,9273.9,1,18.0,2
2023-01-04 18:30:00,10322.9,1029.7,9293.2,1,18.5,2
2023-01-04 19:00:00,10336.3,831.0,9505.3,1,19.0,2
2023-01-04 19:30:00,10641.6,711.1,9930.5,1,19.5,2
2023-01-04 20:00:00,10512.0,530.5,9981.6,1,20.0,2
2023-01-04 20:30:00,10649.5,365.7,10283.8,1,20.5,2
2023-01-04 21:00:00,10547.3,237.1,10310.2,1,21.0,2
2023-01-04 21:30:00,10365.0,163.9,10201.1,1,21.5,2
2023-01-04 22:00:00,10120.4,103.6,10016.9,1,22.0,2
2023-01-04 22:30:00,9878.6,46.5,9832.2,1,22.5,2
2023-01-04 23:00:00,9938.9,17.0,9921.9,1,23.0,2
2023-01-04 23:30:00,10037.1,3.3,10033.9,1,23.5,2
2023-01-05 00:00:00,9788.4,0.0,9788.4,1,0.0,3
2023-01-05 00:30:00,9399.3,2.6,9396.7,1,0.5,3
2023-01-05 01:00:00,9541.8,15.7,9526.1,1,1.0,3
2023-01-05 01:30:00,9484.8,50.7,9434.1,1,1.5,3
2023-01-05 02:00:00,9181.9,91.6,9090.3,1,2.0,3
2023-01-05 02:30:00,9317.0,169.4,9147.6,1,2.5,3
2023-01-05 03:00:00,9271.1,243.5,9027.6,1,3.0,3
2023-01-05 03:30:00,9048.2,392.0,8656.2,1,3.5,3
2023-01-05 04:00:00,9331.3,532.0,8799.2,1,4.0,3
2023-01-05 04:30:00,9397.1,661.8,8735.3,1,4.5,3
2023-01-05 05:00:00,9532.4,845.2,8687.2,1,5.0,3
2023-01-05 05:30:00,9575.8,977.2,8598.6,1,5.5,3
2023-01-05 06:00:00,9189.5,1114.0,8075.5,1,6.0,3
2023-01-05 06:30:00,9318.0,1444.3,7873.8,1,6.5,3
2023-01-05 07:00:00,9623.0,1511.9,8111.1,1,7.0,3
2023-01-05 07:30:00,9657.0,1819.1,7837.9,1,7.5,3
2023-01-05 08:00:00,9680.2,2132.9,7547.3,1,8.0,3
2023-01-05 08:30:00,10291.8,2030.2,8261.6,1,8.5,3
2023-01-05 09:00:00,9700.0,2317.1,7382.9,1,9.0,3
2023-01-05 09:30:00,9790.3,2625.9,7164.4,1,9.5,3
2023-01-05 10:00:00,9738.6,2768.0,6970.7,1,10.0,3
2023-01-05 10:30:00,9661.0,2845.6,6815.4,1,10.5,3
2023-01-05 11:00:00,9463.7,2976.4,6487.3,1,11.0,3
2023-01-05 11:30:00,9638.1,2808.6,6829.5,1,11.5,3
2023-01-05 12:00:00,9351.9,2947.2,6404.7,1,12.0,3
2023-01-05 12:30:00,9450.4,2501.7,6948.7,1,12.5,3
2023-01-05 13:00:00,9423.3,2757.4,6665.9,1,13.0,3
2023-01-05 13:30:00,9560.7,2787.3,6773.4,1,13.5,3
2023-01-05 14:00:00,10016.5,2428.9,7587.5,1,14.0,3
2023-01-05 14:30:00,9335.9,2708.6,6627.3,1,14.5,3
2023-01-05 15:00:00,9884.2,2439.1,7445.0,1,15.0,3
2023-01-05 15:30:00,9572.4,2389.0,7183.4,1,15.5,3
2023-01-05 16:00:00,9889.0,1988.5,7900.5,1,16.0,3
2023-01-05 16:30:00,10285.5,1927.3,8358.2,1,16.5,3
2023-01-05 17:00:00,10215.0,1679.1,8535.9,1,17.0,3
2023-01-05 17:30:00,10116.0,1347.9,8768.2,1,17.5,3
2023-01-05 18:00:00,10274.6,1142.4,9132.2,1,18.0,3
2023-01-05 18:30:00,10600.6,1014.2,9586.5,1,18.5,3
2023-01-05 19:00:00,10398.8,773.1,9625.7,1,19.0,3
2023-01-05 19:30:00,10594.9,665.5,9929.4,1,19.5,3
2023-01-05 20:00:00,10561.6,532.7,10028.9,1,20.0,3
2023-01-05 20:30:00,10404.9,386.6,10018.2,1,20.5,3
2023-01-05 21:00:00,10849.2,264.6,10584.5,1,21.0,3
2023-01-05 21:30:00,10493.4,161.3,10332.1,1,21.5,3
2023-01-05 22:00:00,9909.5,99.6,9809.9,1,22.0,3
2023-01-05 22:30:00,10186.0,44.3,10141.7,1,22.5,3
2023-01-05 23:00:00,9901.3,18.2,9883.1,1,23.0,3
2023-01-05 23:30:00,10037.6,3.0,10034.6,1,23.5,3
2023-01-06 00:00:00,9607.2,0.0,9607.2,1,0.0,4
2023-01-06 00:30:00,9603.0,3.2,9599.8,1,0.5,4
2023-01-06 01:00:00,9601.6,16.8,9584.8,1,1.0,4
2023-01-06 01:30:00,9571.3,43.8,9527.5,1,1.5,4
2023-01-06 02:00:00,9125.0,105.6,9019.4,1,2.0,4
2023-01-06 02:30:00,9229.1,177.2,9051.9,1,2.5,4
2023-01-06 03:00:00,9175.2,273.9,8901.3,1,3.0,4
2023-01-06 03:30:00,9136.4,389.8,8746.6,1,3.5,4
2023-01-06 04:00:00,9584.7,501.9,9082.8,1,4.0,4
2023-01-06 04:30:00,9369.1,641.4,8727.7,1,4.5,4
2023-01-06 05:00:00,9110.5,831.4,8279.1,1,5.0,4
2023-01-06 05:30:00,9551.4,979.3,8572.1,1,5.5,4
2023-01-06 06:00:00,9819.5,1263.4,8556.1,1,6.0,4
2023-01-06 06:30:00,9672.7,1336.7,8336.0,1,6.5,4
2023-01-06 07:00:00,9256.8,1663.2,7593.6,1,7.0,4
2023-01-06 07:30:00,9477.4,1708.7,7768.6,1,7.5,4
2023-01-06 08:00:00,9815.6,1889.5,7926.0,1,8.0,4
2023-01-06 08:30:00,9470.9,2138.0,7333.0,1,8.5,4
2023-01-06 09:00:00,9677.2,2553.8,7123.4,1,9.0,4
2023-01-06 09:30:00,9725.4,2359.8,7365.5,1,9.5,4
2023-01-06 10:00:00,9400.1,2839.6,6560.5,1,10.0,4
2023-01-06 10:30:00,9533.0,2325.8,7207.2,1,10.5,4
2023-01-06 11:00:00,8937.0,2516.1,6421.0,1,11.0,4
2023-01-06 11:30:00,9317.1,3081.6,6235.5,1,11.5,4
2023-01-06 12:00:00,9445.6,2919.7,6525.9,1,12.0,4
2023-01-06 12:30:00,9268.5,3062.2,6206.3,1,12.5,4
2023-01-06 13:00:00,9804.5,2956.1,6848.4,1,13.0,4
2023-01-06 13:30:00,9288.5,2830.7,6457.8,1,13.5,4
2023-01-06 14:00:00,9520.7,2459.1,7061.5,1,14.0,4
2023-01-06 14:30:00,9695.6,2685.3,7010.3,1,14.5,4
2023-01-06 15:00:00,10020.1,2433.1,7587.0,1,15.0,4
2023-01-06 15:30:00,9604.3,2049.2,7555.0,1,15.5,4
2023-01-06 16:00:00,10183.4,1884.3,8299.1,1,16.0,4
2023-01-06 16:30:00,10091.3,1579.6,8511.8,1,16.5,4
2023-01-06 17:00:00,10026.8,1700.5,8326.3,1,17.0,4
2023-01-06 17:30:00,10393.2,1221.2,9172.1,1,17.5,4
2023-01-06 18:00:00,10439.3,1293.6,9145.7,1,18.0,4
2023-01-06 18:30:00,10370.3,1056.1,9314.2,1,18.5,4
2023-01-06 19:00:00,10542.8,871.6,9671.3,1,19.0,4
2023-01-06 19:30:00,10486.6,667.8,9818.8,1,19.5,4
2023-01-06 20:00:00,10573.9,477.7,10096.1,1,20.0,4
2023-01-06 20:30:00,10641.4,369.0,10272.3,1,20.5,4
2023-01-06 21:00:00,10748.8,234.8,10514.0,1,21.0,4
2023-01-06 21:30:00,10156.5,165.7,9990.8,1,21.5,4
2023-01-06 22:00:00,10658.0,80.7,10577.3,1,22.0,4
2023-01-06 22:30:00,9801.1,43.9,9757.2,1,22.5,4
2023-01-06 23:00:00,9993.2,15.5,9977.7,1,23.0,4
2023-01-06 23:30:00,9990.1,3.3,9986.8,1,23.5,4
2023-01-07 00:00:00,9799.4,0.0,9799.4,1,0.0,5
2023-01-07 00:30:00,9510.5,3.2,9507.2,1,0.5,5
2023-01-07 01:00:00,9472.1,17.0,9455.1,1,1.0,5
2023-01-07 01:30:00,9325.6,49.6,9276.0,1,1.5,5
2023-01-07 02:00:00,9233.9,100.3,9133.6,1,2.0,5
2023-01-07 02:30:00,9441.2,178.2,9263.0,1,2.5,5
2023-01-07 03:00:00,9323.9,277.6,9046.2,1,3.0,5
2023-01-07 03:30:00,9128.2,353.5,8774.7,1,3.5,5
2023-01-07 04:00:00,9427.8,501.7,8926.1,1,4.0,5
2023-01-07 04:30:00,9350.4,645.1,8705.3,1,4.5,5
2023-01-07 05:00:00,9482.7,785.6,8697.1,1,5.0,5
2023-01-07 05:30:00,9498.4,950.5,8548.0,1,5.5,5
2023-01-07 06:00:00,9287.2,1212.1,8075.1,1,6.0,5
2023-01-07 06:30:00,9385.0,1242.2,8142.8,1,6.5,5
2023-01-07 07:00:00,9663.7,1401.5,8262.2,1,7.0,5
2023-01-07 07:30:00,9673.3,1867.8,7805.6,1,7.5,5
2023-01-07 08:00:00,9582.7,1774.1,7808.6,1,8.0,5
2023-01-07 08:30:00,9618.4,2107.6,7510.7,1,8.5,5
2023-01-07 09:00:00,9826.2,2478.0,7348.2,1,9.0,5
2023-01-07 09:30:00,9478.4,2539.4,6939.0,1,9.5,5
2023-01-07 10:00:00,9664.3,2302.4,7362.0,1,10.0,5
2023-01-07 10:30:00,9506.3,2575.9,6930.4,1,10.5,5
2023-01-07 11:00:00,9480.2,2318.5,7161.7,1,11.0,5
2023-01-07 11:30:00,9698.2,3071.1,6627.1,1,11.5,5
2023-01-07 12:00:00,9638.6,2780.1,6858.5,1,12.0,5
2023-01-07 12:30:00,9638.4,3005.8,6632.6,1,12.5,5
2023-01-07 13:00:00,9744.6,2660.8,7083.8,1,13.0,5
2023-01-07 13:30:00,9548.7,2949.1,6599.6,1,13.5,5
2023-01-07 14:00:00,9721.6,2769.5,6952.0,1,14.0,5
2023-01-07 14:30:00,9615.1,2452.4,7162.7,1,14.5,5
2023-01-07 15:00:00,9817.9,2375.5,7442.5,1,15.0,5
2023-01-07 15:30:00,9838.2,2272.3,7565.9,1,15.5,5
2023-01-07 16:00:00,9990.4,1610.2,8380.2,1,16.0,5
2023-01-07 16:30:00,10195.6,1516.9,8678.7,1,16.5,5
2023-01-07 17:00:00,10055.1,1657.3,8397.8,1,17.0,5
2023-01-07 17:30:00,10685.6,1361.1,9324.5,1,17.5,5
2023-01-07 18:00:00,10221.3,1059.1,9162.2,1,18.0,5
2023-01-07 18:30:00,10258.7,982.4,9276.3,1,18.5,5
2023-01-07 19:00:00,10737.7,806.8,9930.9,1,19.0,5
2023-01-07 19:30:00,10697.4,659.8,10037.6,1,19.5,5
2023-01-07 20:00:00,10664.7,462.3,10202.4,1,20.0,5
2023-01-07 20:30:00,10634.2,335.8,10298.5,1,20.5,5
2023-01-07 21:00:00,10460.0,281.9,10178.2,1,21.0,5
2023-01-07 21:30:00,10216.7,178.6,10038.1,1,21.5,5
2023-01-07 22:00:00,10286.6,103.2,10183.4,1,22.0,5
2023-01-07 22:30:00,10029.5,50.5,9979.1,1,22.5,5
2023-01-07 23:00:00,10194.9,17.6,10177.3,1,23.0,5
2023-01-07 23:30:00,9856.6,3.0,9853.6,1,23.5,5
2023-01-08 00:00:00,9598.1,0.0,9598.1,1,0.0,6
2023-01-08 00:30:00,9562.5,3.1,9559.4,1,0.5,6
2023-01-08 01:00:00,9581.8,18.0,9563.8,1,1.0,6
2023-01-08 01:30:00,9310.7,51.3,9259.4,1,1.5,6
2023-01-08 02:00:00,9189.8,89.8,9100.0,1,2.0,6
2023-01-08 02:30:00,9330.0,139.2,9190.8,1,2.5,6
2023-01-08 03:00:00,9301.5,223.0,9078.6,1,3.0,6
2023-01-08 03:30:00,9159.5,328.6,8830.8,1,3.5,6
2023-01-08 04:00:00,9178.9,431.7,8747.2,1,4.0,6
2023-01-08 04:30:00,9334.7,694.3,8640.4,1,4.5,6
2023-01-08 05:00:00,9073.6,857.1,8216.4,1,5.0,6
2023-01-08 05:30:00,9129.6,950.6,8179.0,1,5.5,6
2023-01-08 06:00:00,9305.0,1300.8,8004.2,1,6.0,6
2023-01-08 06:30:00,9445.2,1283.0,8162.2,1,6.5,6
2023-01-08 07:00:00,9583.0,1713.7,7869.3,1,7.0,6
2023-01-08 07:30:00,9826.9,1544.4,8282.5,1,7.5,6
2023-01-08 08:00:00,9738.6,1819.5,7919.1,1,8.0,6
2023-01-08 08:30:00,9566.3,2308.3,7257.9,1,8.5,6
2023-01-08 09:00:00,9590.6,2211.1,7379.5,1,9.0,6
2023-01-08 09:30:00,9402.2,2294.4,7107.9,1,9.5,6
2023-01-08 10:00:00,9560.3,2668.0,6892.3,1,10.0,6
2023-01-08 10:30:00,9488.5,2587.8,6900.7,1,10.5,6
2023-01-08 11:00:00,9575.3,2905.5,6669.8,1,11.0,6
2023-01-08 11:30:00,9349.3,2938.5,6410.9,1,11.5,6
2023-01-08 12:00:00,9581.3,2974.4,6606.9,1,12.0,6
2023-01-08 12:30:00,9765.7,2911.2,6854.5,1,12.5,6
2023-01-08 13:00:00,9487.8,2441.1,7046.7,1,13.0,6
2023-01-08 13:30:00,9615.0,2564.0,7051.1,1,13.5,6
2023-01-08 14:00:00,9720.9,2616.7,7104.2,1,14.0,6
2023-01-08 14:30:00,9596.6,2481.9,7114.7,1,14.5,6
2023-01-08 15:00:00,9797.8,2426.3,7371.5,1,15.0,6
2023-01-08 15:30:00,9861.7,2169.9,7691.8,1,15.5,6
2023-01-08 16:00:00,9988.4,2104.1,7884.3,1,16.0,6
2023-01-08 16:30:00,9947.1,1633.4,8313.7,1,16.5,6
2023-01-08 17:00:00,10204.7,1669.3,8535.3,1,17.0,6
2023-01-08 17:30:00,10396.5,1318.6,9077.8,1,17.5,6
2023-01-08 18:00:00,10661.4,1239.2,9422.2,1,18.0,6
2023-01-08 18:30:00,10647.8,984.7,9663.0,1,18.5,6
2023-01-08 19:00:00,10914.6,856.1,10058.5,1,19.0,6
2023-01-08 19:30:00,10414.6,665.7,9748.9,1,19.5,6
2023-01-08 20:00:00,10707.2,513.0,10194.2,1,20.0,6
2023-01-08 20:30:00,10552.0,370.7,10181.2,1,20.5,6
2023-01-08 21:00:00,10854.2,263.3,10590.9,1,21.0,6
2023-01-08 21:30:00,10230.5,165.0,10065.5,1,21.5,6
2023-01-08 22:00:00,10119.6,100.0,10019.7,1,22.0,6
2023-01-08 22:30:00,10041.4,47.3,9994.1,1,22.5,6
2023-01-08 23:00:00,9634.9,15.1,9619.8,1,23.0,6
2023-01-08 23:30:00,9786.3,2.7,9783.6,1,23.5,6
2023-01-09 00:00:00,9606.7,0.0,9606.7,1,0.0,0
2023-01-09 00:30:00,9644.2,2.8,9641.4,1,0.5,0
2023-01-09 01:00:00,9565.7,18.9,9546.8,1,1.0,0
2023-01-09 01:30:00,9746.6,48.6,9698.1,1,1.5,0
2023-01-09 02:00:00,9505.6,92.7,9413.0,1,2.0,0
2023-01-09 02:30:00,9179.0,179.9,8999.1,1,2.5,0
2023-01-09 03:00:00,9092.4,273.4,8819.0,1,3.0,0
2023-01-09 03:30:00,9336.0,362.5,8973.5,1,3.5,0
